Ticker,CIK10,FiscalYear,FY_EndDate,TA,TL,CA,CL,RE,EBIT,Sales,NI,CFO,LT,Shares_EOP,GP,SE,WC,BVE,Price_Close_near_FYEnd,Shares_Yahoo_proxy,Altman_Z_original_FY,Altman_Zpp_FY,Piotroski_F_FY,Altman_Z_original_GF,Piotroski_F_GF,GF_MVE_Mode,GF_MVE_Current,SIC,SIC_Desc,Is_Manufacturing
INTC,0000050863,2011,2011-12-31,71119000000.0,25208000000.0,25872000000.0,12028000000.0,29656000000.0,17477000000.0,53999000000.0,12942000000.0,20963000000.0,7084000000.0,4996000000.0,33757000000.0,45911000000.0,13844000000.0,45911000000.0,24.25,4376999936.0,5.271287877672623,6.200103315206218,6.0,4.946298574846295,6.0,current,107499116090.58984,,,False
INTC,0000050863,2012,2012-12-29,84351000000.0,33148000000.0,31358000000.0,12898000000.0,32138000000.0,14638000000.0,53341000000.0,11005000000.0,18884000000.0,13136000000.0,4946000000.0,33151000000.0,51203000000.0,18460000000.0,51203000000.0,20.229999542236328,4376999936.0,3.812168377507885,5.465788990818542,5.0,3.946864981007746,5.0,current,107499116090.58984,,,False
INTC,0000050863,2013,2013-12-28,92358000000.0,34102000000.0,32084000000.0,13568000000.0,35477000000.0,12291000000.0,52708000000.0,9620000000.0,20776000000.0,13165000000.0,4972000000.0,31521000000.0,58256000000.0,18516000000.0,58256000000.0,25.600000381469727,4376999936.0,4.02766362715838,5.255399207139848,4.0,3.6795769611667497,4.0,current,107499116090.58984,,,False
INTC,0000050863,2014,2014-12-27,91956000000.0,36091000000.0,27730000000.0,16019000000.0,33418000000.0,15347000000.0,55870000000.0,11704000000.0,20418000000.0,12107000000.0,4736000000.0,35609000000.0,55865000000.0,11711000000.0,55865000000.0,37.54999923706055,4376999936.0,4.776403482940703,4.766993066119389,8.0,3.60706464008023,8.0,current,107499116090.58984,,,False
INTC,0000050863,2015,2015-12-26,103065000000.0,41980000000.0,40356000000.0,15667000000.0,37614000000.0,14002000000.0,55355000000.0,11420000000.0,19017000000.0,20036000000.0,4724000000.0,34679000000.0,61085000000.0,24689000000.0,61085000000.0,34.97999954223633,4376999936.0,4.145581245348106,5.201989452728378,5.0,3.320239629146088,5.0,current,107499116090.58984,,,False
INTC,0000050863,2016,2016-12-31,113327000000.0,47101000000.0,35508000000.0,20302000000.0,40747000000.0,12874000000.0,59387000000.0,10316000000.0,21808000000.0,20649000000.0,4728000000.0,36191000000.0,66226000000.0,15206000000.0,66226000000.0,36.27000045776367,4376999936.0,3.7477712264000917,4.292088801705118,4.0,2.932687307922138,5.0,current,107499116090.58984,,,False
INTC,0000050863,2017,2017-12-30,123249000000.0,54230000000.0,29500000000.0,17421000000.0,42083000000.0,17936000000.0,62761000000.0,9601000000.0,22110000000.0,25037000000.0,4668000000.0,39069000000.0,69019000000.0,12079000000.0,69019000000.0,46.15999984741211,4376999936.0,3.9691015491864996,4.070311608807434,5.0,2.7744591387443474,6.0,current,107499116090.58984,,,False
INTC,0000050863,2018,2018-12-29,127963000000.0,53400000000.0,28787000000.0,16626000000.0,50172000000.0,23316000000.0,70848000000.0,21053000000.0,29432000000.0,25098000000.0,4497000000.0,43737000000.0,74563000000.0,12161000000.0,74563000000.0,46.75,4376999936.0,4.180094940913837,4.592189407081067,8.0,3.0257619756395653,8.0,current,107499116090.58984,,,False
INTC,0000050863,2019,2019-12-28,136524000000.0,59020000000.0,31239000000.0,22310000000.0,53523000000.0,22035000000.0,71965000000.0,21048000000.0,33145000000.0,25308000000.0,4277000000.0,42140000000.0,77504000000.0,8929000000.0,77504000000.0,60.08000183105469,4376999936.0,4.299373388569182,4.170543775109875,5.0,2.779925217703397,6.0,current,107499116090.58984,,,False
INTC,0000050863,2020,2020-12-26,153091000000.0,72053000000.0,47249000000.0,24754000000.0,56233000000.0,23678000000.0,77867000000.0,20899000000.0,35384000000.0,33897000000.0,4063000000.0,43612000000.0,81038000000.0,22495000000.0,81038000000.0,47.06999969482422,4376999936.0,3.3021409325394986,4.381664760067494,5.0,2.6047685038871373,6.0,current,107499116090.58984,,,False
INTC,0000050863,2021,2021-12-25,168406000000.0,73015000000.0,57718000000.0,27462000000.0,68265000000.0,19456000000.0,79024000000.0,19868000000.0,29991000000.0,33510000000.0,4072000000.0,43815000000.0,95391000000.0,30256000000.0,95391000000.0,51.310001373291016,4376999936.0,3.350509453586184,4.648193291717856,5.0,2.5169666788019516,6.0,current,107499116090.58984,,,False
INTC,0000050863,2022,2022-12-31,182103000000.0,80680000000.0,50407000000.0,32155000000.0,70405000000.0,2334000000.0,63054000000.0,8014000000.0,15433000000.0,37684000000.0,4137000000.0,26866000000.0,101423000000.0,18252000000.0,101423000000.0,26.43000030517578,4376999936.0,1.8632409259997211,3.3239763924682464,3.0,1.8495438870414485,3.0,current,107499116090.58984,,,False
INTC,0000050863,2023,2023-12-30,191572000000.0,85982000000.0,43269000000.0,28053000000.0,69156000000.0,93000000.0,54228000000.0,1689000000.0,11471000000.0,46978000000.0,4228000000.0,21711000000.0,105590000000.0,15216000000.0,105590000000.0,50.25,4376999936.0,2.3679405239852196,2.99058848841836,3.0,1.6355229209328819,3.0,current,107499116090.58984,,,False
INTC,0000050863,2024,2024-12-28,196485000000.0,97215000000.0,47324000000.0,35666000000.0,49032000000.0,-11678000000.0,53101000000.0,-18756000000.0,8288000000.0,46282000000.0,4330000000.0,17345000000.0,99270000000.0,11658000000.0,99270000000.0,20.299999237060547,4376999936.0,1.0371867523871003,1.8755375833184433,3.0,1.1581564755416607,3.0,current,107499116090.58984,,,False
